user_id,article_1,article_2,article_3,article_4,article_5
200775,53862,123909,237524,75844,357432
200776,266020,234267,266007,266009,277492
200777,95716,234698,51829,156654,187035
200778,289003,336476,157478,64329,97530
200779,42761,42835,156560,5457,42757
200780,289090,199198,234267,166581,337192
200781,218111,289003,331116,57966,97530
200782,48403,183176,59057,31836,288435
200783,156624,199197,156619,272143,235230
200784,64329,156624,272143,218337,162655
200785,234698,95716,235870,314210,324857
200786,272143,182394,224658,166581,64329
200787,284312,213927,199198,216094,224658
200788,31520,289090,336380,277491,235616
200789,123289,214709,124194,64329,198659
200790,96480,123826,124176,128957,293062
200791,233688,331737,128260,129434,285706
200792,199198,198659,182394,272143,284901
200793,64329,48403,162655,214800,336380
200794,96210,64329,293062,288440,166581
200795,195823,62410,195821,187406,237870
200796,183176,283505,169144,169132,169166
200797,20691,156560,64329,288440,158536
200798,100394,71694,72025,284846,271262
200799,159762,119534,331116,289003,283009
200800,272143,199198,166581,324823,218337
200801,156560,235870,95716,160417,300082
200802,217681,352555,219008,220546,261612
200803,198659,199198,64329,166581,324823
200804,300263,236951,299945,214800,160132
200805,336220,289090,336223,336245,234698
200806,70679,272143,336476,69371,198659
200807,348093,111043,183176,218028,199197
200808,158536,162655,218337,64329,160974
200809,181585,111043,119534,284339,236444
200810,293301,95716,336223,234698,199198
200811,156560,198659,199198,199197,64329
200812,123818,124228,293050,123290,124352
200813,98235,283053,226395,198222,107233
200814,198659,199198,64329,166581,324823
200815,71601,96210,123290,336223,124352
200816,156560,158536,199198,162655,175040
200817,168743,107301,202586,168416,205876
200818,234698,136438,135996,235870,137082
200819,123613,156560,124549,298978,156447
200820,288320,161506,5755,62500,336223
200821,288320,198659,199198,64329,30611
200822,199197,293301,286161,237524,313431
200823,158536,272143,276970,160974,95716
200824,206168,235230,206934,70467,70594
200825,313431,235230,272143,284547,352979
200826,286161,277107,336254,199197,57966
200827,156560,158536,156447,272143,236266
200828,234698,20691,235870,166581,175040
200829,123290,124352,123818,20691,272143
200830,20691,336245,198659,64329,166581
200831,198659,199198,64329,166581,324823
200832,158536,162655,218337,64329,160974
200833,289090,234267,199198,119193,31836
200834,158536,272143,160417,199197,156619
200835,198659,199198,64329,166581,324823
200836,129434,284452,133160,59057,199197
200837,31836,59057,234698,48403,95716
200838,95716,300082,215861,156964,315105
200839,63523,358109,70428,166228,226542
200840,158536,156560,160974,272143,156447
200841,205824,198659,50644,199198,284629
200842,158536,162655,218337,64329,160974
200843,95716,235616,283505,111043,336220
200844,235870,300082,95716,214800,277107
200845,352990,351662,353078,198659,199198
200846,123757,124748,124350,348112,123289
200847,64329,199197,218028,198659,199198
200848,159762,199198,64329,198659,156560
200849,198659,166581,64329,234698,183176
200850,313920,181585,236566,96210,270799
200851,363269,358472,160974,362150,100402
200852,206168,235230,199197,198659,199198
200853,158536,162655,218337,64329,160974
200854,198659,64329,166581,162655,224658
200855,336221,158536,300082,29953,272143
200856,48403,119193,156560,272143,59057
200857,220782,220760,220868,220772,220778
200858,42761,30080,25345,30411,25207
200859,95716,166581,198659,235616,277491
200860,95716,235870,123818,276970,124228
200861,288643,207374,234698,95716,156560
200862,277107,157478,199197,289090,39894
200863,332108,95585,331870,330770,330918
200864,158536,156624,64329,272143,162655
200865,20456,19884,19915,19538,19350
200866,198659,336220,64329,166581,234267
200867,200194,272143,199198,175040,36161
200868,156654,293301,257291,285719,42433
200869,272143,198659,182394,64329,224658
200870,156560,198659,199198,64329,313431
200871,64329,224658,166581,324823,162655
200872,289090,277492,272143,336221,211863
200873,336221,235870,336223,183176,156964
200874,123290,124352,95716,234698,124748
200875,31911,286161,30003,235239,276946
200876,48972,160473,187432,120410,270345
200877,160974,160417,158536,199198,272143
200878,234698,26112,362558,362229,363145
200879,198659,234698,64329,202388,202534
200880,289090,233717,336220,285719,156654
200881,96210,95716,235616,234267,235870
200882,124748,198659,123826,64329,293114
200883,214709,95716,234698,198659,199198
200884,276970,123909,48403,338216,119193
200885,336223,288320,336221,303180,218330
200886,160417,160974,272143,156619,235230
200887,272143,336220,199197,336221,235616
200888,124748,123289,124228,166581,124177
200889,35207,124748,156624,123757,123290
200890,336221,300082,235230,95134,214631
200891,198659,199198,64329,166581,324823
200892,65024,66326,307856,68030,42422
200893,156560,124748,123818,123290,124352
200894,124350,124177,272143,124228,124176
200895,198659,199198,64329,166581,324823
200896,64329,166581,224658,182394,162655
200897,254391,254462,348093,64329,199197
200898,336221,235870,272143,289090,158536
200899,235616,284547,286161,285342,32082
200900,289090,235616,20691,202493,337192
200901,209236,336223,218028,95716,331116
200902,123289,124177,124350,124228,336223
200903,160417,156560,149623,156624,107039
200904,95716,234698,199198,218330,64329
200905,233688,96210,336220,234269,234006
200906,156560,158906,337735,123818,254265
200907,293301,161506,156654,156560,214800
200908,156560,87224,87579,80055,162765
200909,360095,76216,76000,76002,362354
200910,272143,175040,166581,199198,218337
200911,198659,199198,64329,166581,14868
200912,123290,124352,160417,124228,158536
200913,156560,158536,271262,87554,288320
200914,123757,123909,123290,124352,301015
200915,336223,64329,234698,199198,235870
200916,324823,272143,299767,300755,348111
200917,160417,123290,162655,124352,156624
200918,336221,156964,272143,20691,233717
200919,198659,124350,64329,124748,166581
200920,237870,236370,187005,195773,191971
200921,51151,50918,50920,51226,87166
200922,293114,272143,58606,111210,338340
200923,218337,162655,64329,160974,161801
200924,160974,162655,156560,336221,32082
200925,313242,48403,124350,119193,336221
200926,156560,160417,158536,272143,160974
200927,277491,20691,235616,199198,175040
200928,123289,235870,95716,124350,300082
200929,272143,133160,336220,235870,336221
200930,156560,199198,175040,166581,324823
200931,157078,199197,166581,175040,198659
200932,156560,162765,337890,272143,158536
200933,206056,207184,79821,106216,84033
200934,14775,15865,16039,161506,16567
200935,124748,123909,272143,338340,123826
200936,336245,111043,161602,20691,199198
200937,289090,336380,277491,133160,235616
200938,324823,272143,299767,300755,348111
200939,288440,233688,199198,338340,128260
200940,211484,210798,231723,167172,233257
200941,161602,50864,233717,207994,285095
200942,162655,158536,160974,156560,162300
200943,199198,64329,166581,160417,199197
200944,336221,156964,156560,199197,300082
200945,158536,162655,218337,64329,160974
200946,207758,73271,62567,264955,205866
200947,198659,199198,64329,166581,324823
200948,283009,336254,354389,214800,106216
200949,64329,199197,198659,168623,199198
200950,214800,123818,25325,168623,124350
200951,96210,288440,336245,128260,233717
200952,198659,199198,64329,166581,324823
200953,64329,162655,156560,198659,199198
200954,272143,198659,182394,64329,224658
200955,272143,199198,175040,166581,324823
200956,87174,87228,73392,129434,199197
200957,199197,158536,293301,272143,300263
200958,206168,336220,293301,235854,233717
200959,156560,162765,337890,272143,158536
200960,161602,207994,214800,272143,235715
200961,9312,173088,174435,174602,176814
200962,336476,348134,233917,178306,237443
200963,37652,288440,58580,123757,284583
200964,336221,272143,300082,175040,214631
200965,123909,108855,286321,336476,285379
200966,242179,236358,159719,236613,234719
200967,48403,119193,336221,95716,59057
200968,272143,175040,166581,199198,218337
200969,199197,286161,156560,198659,182513
200970,166581,175040,198659,96210,233688
200971,233778,70646,66206,284272,69736
200972,234698,199197,234267,277491,235854
200973,336221,156964,119534,199197,300082
200974,198659,199198,64329,166581,324823
200975,156560,162765,337890,272143,158536
200976,87144,95716,234698,199197,58333
200977,234698,39894,235870,336254,235652
200978,206168,70646,235230,313431,284547
200979,47863,48972,283592,73413,198659
200980,199198,175040,166581,324823,156560
200981,50864,50715,50383,68577,61582
200982,158536,197151,218028,215861,156624
200983,272143,235870,95716,175040,166581
200984,206934,235230,293114,224763,124749
200985,58580,95716,234698,96755,272143
200986,272143,175040,336476,166581,199198
200987,158536,218337,272143,162655,73392
200988,272143,175040,144736,145821,166581
200989,156560,162765,337890,272143,158536
200990,29189,161801,360990,30009,70195
200991,123757,123909,199197,123818,272143
200992,336223,31520,59057,156964,198659
200993,277713,234698,159762,336220,123909
200994,336223,336221,59057,58580,20691
200995,276970,301015,25325,158536,336221
200996,156560,162765,337890,272143,158536
200997,272143,175040,166581,199198,218337
200998,277491,234267,235616,218028,236065
200999,336245,288440,183176,352979,289090
201000,286161,199197,198659,199198,64329
201001,234698,161602,289003,336223,300082
201002,234747,285648,62092,236648,233432
201003,32082,336221,48403,156625,308718
201004,198659,199198,64329,297906,166581
201005,283009,59057,157478,331116,336223
201006,62464,46283,336223,2243,47958
201007,208063,209276,207742,72845,206730
201008,64329,199198,198659,324823,166581
201009,156560,64329,160417,162655,166581
201010,336221,235870,156964,156560,351820
201011,199198,64329,175040,224658,166581
201012,336220,183176,234698,272143,156964
201013,74254,31836,235870,271261,336254
201014,123289,309203,309534,309447,309365
201015,272143,234698,123909,336221,96210
201016,156560,162765,337890,272143,158536
201017,336476,348111,233917,178306,237443
201018,336221,156560,160417,235870,156964
201019,234698,59057,48403,119193,235870
201020,124350,124748,124177,124228,168623
201021,64329,95716,235616,166581,64409
201022,214709,139672,244836,131915,341987
201023,50715,161160,50713,76542,156560
201024,158536,162655,218337,64329,160974
201025,199197,284547,206934,70646,313431
201026,354086,337192,199197,284096,234698
201027,62464,161506,50864,63307,181873
201028,198659,336221,119193,64329,234006
201029,198659,64329,166581,199197,162655
201030,199198,198659,95716,234698,64329
201031,123757,123290,336221,123289,124177
201032,272143,198659,156560,182394,64329
201033,284312,213927,199198,216094,224658
201034,353798,352795,351282,314210,352871
201035,76012,76216,75999,76009,76485
201036,87144,357998,87233,85318,87207
201037,64329,199197,198659,199198,156624
201038,199198,198659,182394,272143,284901
201039,214709,272143,175040,166581,199198
201040,156560,214709,124194,198659,235230
201041,293301,358109,156560,156654,158536
201042,96210,20691,233717,336476,275192
201043,97530,283009,331116,277107,57966
201044,158536,162655,208145,64329,156560
201045,198659,199198,64329,166581,324823
201046,123818,124352,124748,337192,235854
201047,198659,64329,96210,95716,175040
201048,156560,162765,337890,272143,158536
201049,64329,160417,199197,162655,166581
201050,277491,235616,234267,337192,235854
201051,123757,289003,123818,168623,277107
201052,158536,162655,218337,64329,338350
201053,234267,133160,64329,303180,235616
201054,156560,158536,156447,272143,162655
201055,73415,272143,175040,166581,199198
201056,199198,198659,182394,272143,284901
201057,235870,336221,156964,128260,336476
201058,156560,160417,272143,156619,218337
201059,272143,175040,283009,157478,166581
201060,20691,158536,235616,336221,156560
201061,208582,83900,208981,65991,199197
201062,124350,123290,233717,42873,124352
201063,272143,175040,166581,208150,162655
201064,124749,161602,160940,209236,70999
201065,156560,158536,161506,70646,235230
201066,235870,315105,300082,214709,336223
201067,168623,272143,64329,276970,156625
201068,336476,348111,233917,178306,237443
201069,20691,198659,48403,183176,64329
201070,272143,64329,198659,97488,199197
201071,156560,162765,337890,272143,158536
201072,96755,70999,270553,284985,198659
201073,183176,336220,289090,235870,95716
201074,336221,275189,275190,235854,289090
201075,272143,198659,182394,64329,224658
201076,271262,336221,183176,272143,20691
201077,199198,352555,124350,64329,166581
201078,199198,166581,321069,324823,111210
201079,156560,160417,293114,158536,272143
201080,198659,199198,64329,166581,324823
201081,272143,175040,166581,199198,218337
201082,199198,198659,233717,64329,337735
201083,198659,199198,64329,166581,324823
201084,160417,156560,336221,160974,162655
201085,235870,95716,300082,315105,206735
201086,156560,198659,199198,199197,64329
201087,156560,162765,337890,272143,158536
201088,237524,168623,20691,95972,235652
201089,50864,156624,199197,156619,272143
201090,30555,29830,26542,25868,168623
201091,64329,272143,324823,199198,166581
201092,123290,123818,124352,336245,336223
201093,293530,353576,214800,233478,160132
